experience_years,total_projects,avg_rating,completion_rate,on_time_delivery_rate,skill_match_score,profile_completeness,budget_ratio,success
14.049197036027804,66,2.932306078506522,0.5596597169562791,0.8884947741586311,0.8387379560199524,0.4708263865636312,1.0556229261874401,0
0.8275429797845002,45,4.228182285665543,0.9184176090623457,0.9956754794530731,0.9454284928535233,0.7554495727683288,1.3691262942849534,1
11.253619324478649,97,3.6705033411028265,0.6885538988155228,0.47052212781916586,0.4624860859190125,0.45264170084081,0.7308780860682456,0
8.018368921007411,41,3.908184879367396,0.6729284752098399,0.6672325832368713,0.7650829726219815,0.6276736895762574,0.9326856940967817,1
8.68153248657079,1,2.766249892289713,0.7740071688590451,0.4871634583536758,0.34901581910141677,0.6260934696131776,1.1455287386764135,0
0.8020403045583657,56,4.3075449362150104,0.997870295045842,0.48940627791221125,0.5557681740880038,0.7973981351818462,1.4658391413080196,1
5.338026271118702,3,3.7907764809538222,0.9234308872388164,0.6153250851377273,0.4609451726824574,0.7132457324432576,0.8812046790477589,1
2.829959521691433,72,2.5644309977856543,0.8209650334085136,0.4513931686606048,0.8533364002649002,0.8006132318426076,0.9535268125056108,1
9.60500577865055,54,3.658640334248423,0.9989468154504533,0.9161195447447427,0.418910979138256,0.6710237948193797,0.5059488304721717,1
12.723149387447519,34,4.2069303261904665,0.8729576458643107,0.49110577784403686,0.8996695061206084,0.6009211827563126,0.806677789886697,1
9.211413002298087,56,2.55404493227161,0.819764457982574,0.42552702339993326,0.6274726669328332,0.5840634380045446,0.8253394904768934,1
2.12015149338653,97,4.390452594480955,0.5419792413065216,0.764490196529499,0.6596284068592246,0.4925295494944262,1.3127295550433011,0
7.992807546887873,65,2.8524505715703983,0.6071499858666729,0.7889508973864364,0.9464167341334933,0.9125910900401659,1.4497924936699826,1
2.794592029975507,39,3.0982459149967414,0.9026983369601391,0.8525511273960544,0.5427691532285925,0.8003145810318255,1.3096407484732102,1
7.789029020119402,18,3.852127280888816,0.7462614706147122,0.969718735695117,0.8592884807026162,0.6690869293626489,0.8295843993851981,1
6.7774439834933,13,2.72075096657213,0.7561875866034811,0.595347474988106,0.7972459118717647,0.32897649574487625,1.0799326532797915,0
3.696164761797508,37,4.397246450567037,0.5993739032495387,0.738031197513898,0.9559525104143991,0.3388101440908736,1.3918865399756495,1
4.599378506030321,97,2.5025867720123047,0.7567930365473547,0.9104435073052588,0.9980438953473751,0.6451329092229726,1.1576484175540722,1
9.209454678295849,39,4.598413558249337,0.6949304895411594,0.9970544016454361,0.4514723292589504,0.6209701974199486,0.8364380411607599,1
3.829287911788901,11,4.251001557940426,0.8917624131210542,0.421033283122618,0.6074858938419607,0.8994162824277778,1.395173337593038,0
14.289136316942537,8,3.7486412983129442,0.5326585883639656,0.9666804839475798,0.8468009421882794,0.7089378394738097,1.1000710481337945,0
11.319925842286764,80,3.3612516759801494,0.9565955503151715,0.7423287258807372,0.9167234698893527,0.30817151837730716,1.1362253255099701,0
4.284236749412117,37,2.8157754414376974,0.6260951827881587,0.7829998155687339,0.9241218837270384,0.9788577003441836,0.5573626418422529,1
6.905628064420004,7,3.2142919179256935,0.8939707745344202,0.8418757194936339,0.5831514138846767,0.5922554507631916,0.7505314238119414,1
0.8653210701127745,17,4.973633544478499,0.5814517946592895,0.9201039045017796,0.9969248164016562,0.3963139100591453,1.2448800320745805,1
2.914858475985363,82,4.013891724840892,0.5475487132475498,0.5277292138087526,0.34518314324434585,0.3583415540970767,1.2245446174760968,0
7.654040091782207,14,3.029196228999362,0.8334113969699412,0.5879823831002119,0.31071151252649526,0.5690219344611469,0.7773707798229185,1
6.103510273921869,42,3.282829810273826,0.6446323255376669,0.41056142787686756,0.9129849173930467,0.4608379679323117,0.8129712735266937,1
0.7793417945218811,90,3.6952376080882545,0.8751800731776477,0.9290127455364336,0.5651514299401816,0.972080184308233,1.0775211361044406,1
3.4693443467803142,73,4.963021066022083,0.674816607621135,0.4418863097657475,0.3600373846194551,0.7585689581406134,1.2019487034039396,1
3.743810611082492,63,4.5784275629862545,0.9104083237307647,0.763633973655442,0.7539980218616547,0.7967360595852295,1.2200287720976193,1
14.371814987538865,33,3.958244562968561,0.7700723864371144,0.6290711941433369,0.6336233766512825,0.9384812281407058,1.0260460710982822,1
3.0434653622644463,73,3.6574885690503747,0.9515528138175292,0.8785545815832206,0.5203444721967926,0.5221338170060126,1.3473908637868104,1
10.679334121086853,28,2.528141349398236,0.6377165311762356,0.868509186909206,0.9791601495931403,0.4330764011791922,1.2397741830693545,0
13.34309208771038,75,4.309697821811879,0.8060198238737584,0.5094677244839567,0.6888271335121625,0.45960676534130446,0.5777908735116325,1
14.468820445655627,14,3.7287350821355933,0.835453318927839,0.7295007483014408,0.8302695660927324,0.36419601116494343,0.5538339750525985,1
9.209700486803008,13,4.978237345946185,0.5239660207055625,0.5157885988076687,0.6613995614818362,0.6064953071409331,1.4637101013749136,0
9.337217907419857,38,4.5457750162313015,0.5075380222053794,0.5937870527951624,0.331910616977995,0.5274781952377363,1.0491321513831746,0
9.05104399206084,36,4.665190007195682,0.9406947957135923,0.42093803224605614,0.4306942231575671,0.9182161259298756,1.3536379128306089,0
10.903361976288014,21,2.95103254919841,0.8596363718709663,0.7520559453316229,0.6472173913165893,0.9555069727160312,1.390860052577072,1
14.49046165894787,24,2.7527135663603763,0.8296818734971105,0.9404481015212965,0.5875992555961512,0.9350993110675923,1.3607497313511425,1
2.278151782167142,63,3.203710970254022,0.9396311785766174,0.7674444241127836,0.4644419581970454,0.9410067364240375,0.9784647316914808,1
3.3609643020808906,21,4.239094302047192,0.9851185932225046,0.6101636162902548,0.94396008854017,0.5620338900421025,0.5409464069734582,1
7.798024624394744,55,2.5842711657833486,0.7529454995158045,0.6599047924678926,0.6239710271387049,0.5877109489433974,1.1359125542967172,0
10.4510771810555,41,3.266877918365902,0.9134082623388153,0.9943763021011043,0.3642454805751954,0.7665420912159251,0.87972599070662,1
7.483161556058145,95,4.171647312593256,0.9062360950921977,0.9193433680896411,0.3189663159126227,0.5597488012609855,0.896125256550344,1
2.2985275601737047,75,2.6432095739893016,0.8679275715691372,0.79573588625512,0.7921348566280559,0.6756106489142919,1.2157720432067194,1
4.295664094660776,25,3.302320636422243,0.873404535402543,0.46752823151087286,0.3145699700939381,0.8371542001120409,0.7483947642033583,0
8.266056268327626,58,3.0117274906394016,0.6458273804653973,0.6025028150356933,0.4442137677809074,0.5842754422238394,0.5685561424630677,1
13.119601130039449,8,3.5894754464741547,0.5780225518188491,0.8180031762326552,0.30806543539693027,0.7215806409183986,0.9732278974683302,0
6.582760985607928,10,2.5340315639825257,0.6086300838974816,0.4972579118268123,0.9839580302969506,0.4491897520535809,0.5508022194097679,1
1.8016541088788895,33,2.975119275087083,0.7441630274115865,0.5680222282436375,0.9951346002317922,0.32840867421637365,1.3577267244730251,0
8.996947961379508,10,2.674442370029475,0.8023115402137767,0.9378921762880474,0.6868924100547211,0.65095235235368,0.7154270730339801,0
3.2764457623395877,76,4.614465661853123,0.9534015859727837,0.7759935226398976,0.5258185453547477,0.958046917659821,1.0264551234383594,0
4.281291414668814,88,4.98445518020828,0.5168872311154294,0.5168738399659478,0.7226984204781515,0.5989027688502755,1.4536930745775956,0
14.994172949325845,72,3.7319467973555196,0.6003060097225116,0.8154810397989234,0.3073580771705869,0.9078678649463237,1.1427966820468909,0
8.338836541964058,67,4.054245812698605,0.8309704185686804,0.4618571727168513,0.9177649846821088,0.4974383349842893,0.9267708957323425,1
13.847191298443025,62,4.7526746049086475,0.9932621407237021,0.8039181198564285,0.9808308055658916,0.4397594693091889,0.7421826154823316,1
5.17974696130309,55,4.6013853489788215,0.6928673538142703,0.9546610439936385,0.31137295870947906,0.7212746996761235,1.1826562478434721,1
11.108697828977487,51,3.464142269627892,0.5750702793054684,0.7901590987080052,0.38157402065877966,0.6476158904642125,1.4253789340680663,0
10.622833570557125,72,2.5372862942718237,0.7057638030760855,0.433129268322125,0.38980496718145774,0.7884452672612198,0.6447227148689978,0
12.888956100816785,88,3.144139950233413,0.501994927966453,0.8097301513517705,0.8952225197239654,0.6587338260124667,1.3195905919721205,1
4.176428082506297,6,3.4137757516382528,0.8250742593645248,0.8979560994810802,0.891000569020655,0.8084116335268237,0.5229993819445752,1
13.92295119664584,99,3.956699716143332,0.8255056342676967,0.5969977264751751,0.4964444503962936,0.7684048881600796,0.6630737249701385,1
1.8730893502593,48,3.1358065429713258,0.6081616210764598,0.40163250594172445,0.5407736429313572,0.9453555154892468,1.1801057239783144,0
0.6933854053182648,38,4.055628246230932,0.5111244319829558,0.5283265446789485,0.47925650571774087,0.9266364727374281,1.1328746922803785,0
5.0365160771159685,29,3.650309625709022,0.8432119563395363,0.9345146251206133,0.780209165847103,0.46396905647098396,0.5637076379398475,1
7.978280884924039,34,4.420147681797255,0.5667357155059197,0.461594118630301,0.8018133131127811,0.382630283119774,0.8974874798234984,1
9.289989708197078,70,3.1512784441325237,0.90642031846912,0.5271269752942258,0.31203493200921706,0.7984216623037902,0.5127822832559904,0
11.402788694947375,76,3.485242167977672,0.720233678686436,0.6305001398857667,0.37509883039707437,0.5774269070234873,0.9762626326566222,0
5.576871975393095,86,3.4477757827961155,0.5019600317375028,0.832261331109496,0.7149370093810665,0.5191018661443199,1.3566686694877474,0
6.824435569015821,92,4.070509141828645,0.6236944814704065,0.8687179257776234,0.6807029830785181,0.573016465601317,1.3624515183857342,1
7.206106033880112,49,4.46567474726621,0.6166832588894418,0.8535383764291445,0.9296467252033553,0.8796216400915395,1.3701070471594616,1
0.2805144954279687,82,4.43053298079457,0.9560954629762041,0.5497673975184098,0.95474979039002,0.46244224286688496,0.9225934608100058,1
2.3571316636698803,56,4.286126378929183,0.5341491401027811,0.4442616365181736,0.7166360716765576,0.8203682783436224,0.8148927138642799,1
11.060695840913324,85,2.62398093982734,0.773663765131875,0.7674011638472872,0.32282004028501765,0.3353856731855772,0.8799318184160767,0
2.842641667431586,50,3.9946402258208824,0.952899315390995,0.8418336688357777,0.6408613594434318,0.6312525114207046,0.9167517002712942,1
6.6992542918472155,43,2.779554020991056,0.8448830998966059,0.5639817270592463,0.6552612005691608,0.7994539061355305,0.5993258001467725,1
8.882341866341187,56,4.110102486678533,0.7765500999677394,0.7406995075514693,0.8649182437290532,0.9674613965942356,1.2325328683883068,1
10.164643159501667,99,4.214183118021813,0.8064085920319328,0.4372667353229686,0.4576643452379743,0.41302380756312385,0.647740421635332,0
14.495606092262946,85,4.323523055576716,0.5352284876642419,0.8727678773423271,0.9654220939338483,0.867865178479573,0.9988232373422197,1
11.76845502524999,61,3.2290614250252387,0.7805442062855538,0.645977604907584,0.5320520041520933,0.38651907707198135,0.7357440946690652,0
3.5861342246915697,79,4.8032307981673,0.806169101977867,0.9697153519281362,0.4045731911038158,0.4252213833793065,1.4253851565715707,1
5.602142138627479,61,4.361902727343487,0.8601122011106779,0.6009320188704893,0.5622245093757584,0.5713005942122746,0.8491210913263884,0
